지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),일조(hr),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),지면상태(지면상태코드),지면온도(°C)
108,서울,2024-08-12 05:00,28.5,,1.1,360,80,993.5,,,,7,7,,26.5
108,서울,2024-08-12 06:00,28.3,,1.7,50,82,994.1,0,,,7,7,,26.8
108,서울,2024-08-12 07:00,28.4,,1.6,50,82,994.4,.1,,,1,1,,27.8
108,서울,2024-08-12 08:00,29.3,,1.9,20,79,994.7,.8,,,4,4,,31.3
108,서울,2024-08-12 09:00,30,,2,20,76,994.7,0,,,6,6,,33.3
108,서울,2024-08-12 10:00,30.3,,2.4,270,72,994.7,0,,,7,7,,32.7
108,서울,2024-08-12 11:00,32.5,,2.3,180,64,994.5,.7,,,5,5,,51.1
108,서울,2024-08-12 12:00,32.8,,2.1,270,63,994.2,.4,,,5,5,,48.4
108,서울,2024-08-12 13:00,32.9,,1.8,270,63,994,.1,,,6,6,,41.4
108,서울,2024-08-12 14:00,32.9,,2.9,290,63,994,0,,,8,8,,38.4
108,서울,2024-08-12 15:00,33.8,,2.5,250,60,993.8,.4,,,8,8,,45.6
108,서울,2024-08-12 16:00,33.6,,2.3,270,59,993.8,.3,,,7,7,,39.7
108,서울,2024-08-12 17:00,33.7,,2.2,270,59,993.6,.3,,,7,7,,38
108,서울,2024-08-12 18:00,33.7,,1.9,290,60,993.8,.5,,,3,3,,35.4
108,서울,2024-08-12 19:00,32.8,,2.5,320,63,994.3,.5,,,3,2,,31.7
108,서울,2024-08-12 20:00,31.7,,3.3,320,68,994.9,0,,,3,1,,29.7
108,서울,2024-08-12 21:00,31,,3.2,320,71,995.7,,,,0,0,,28.8
108,서울,2024-08-12 22:00,30.5,,2.4,290,71,995.9,,,,1,1,,28.1
108,서울,2024-08-12 23:00,30.2,,2.2,290,71,996.2,,,,1,1,,27.6
108,서울,2024-08-13 00:00,29.9,,1.2,270,74,996.3,,,,0,0,,27.1
108,서울,2024-08-13 01:00,29.4,,1.1,320,77,996.3,,,,1,1,,26.8
108,서울,2024-08-13 02:00,29.2,,.8,270,78,996.6,,,,1,1,,27.4
108,서울,2024-08-13 03:00,28.8,,1.5,320,80,996.9,,,,2,2,,26.5
108,서울,2024-08-13 04:00,28.5,,1.3,290,82,997.2,,,,3,3,,26.1
108,서울,2024-08-13 05:00,28.2,,.3,0,83,997.5,,,,6,6,,25.7
108,서울,2024-08-13 06:00,28.2,,.3,0,82,997.9,0,,,6,6,,26.8
108,서울,2024-08-13 07:00,28.2,,1.4,50,83,998.3,0,,,1,1,,27.9
108,서울,2024-08-13 08:00,29.6,,2.2,50,79,998.6,.9,,,0,0,,33.4
108,서울,2024-08-13 09:00,30.5,,2.4,70,74,998.8,.7,,,6,6,,37.7
108,서울,2024-08-13 10:00,32,,1.7,70,68,998.7,1,,,4,4,,46.1
108,서울,2024-08-13 11:00,32.5,,1.8,50,64,998.3,.5,,,7,7,,46.1
108,서울,2024-08-13 12:00,33.8,,1.2,270,59,997.9,.9,,,7,7,,48.3
108,서울,2024-08-13 13:00,34.9,,1.9,290,55,997.3,.8,,,8,8,,56.9
108,서울,2024-08-13 14:00,35.6,,1.8,50,57,997,.8,,,6,6,,54.2
108,서울,2024-08-13 15:00,36.3,,2.2,250,51,996.5,.8,,,6,6,,57.2
108,서울,2024-08-13 16:00,35.9,,2.8,270,53,996.2,.5,,,6,6,,47.2
108,서울,2024-08-13 17:00,34.3,0,2.9,90,60,996.2,.4,,,8,8,,38
108,서울,2024-08-13 18:00,32.1,0,1.5,90,68,996.4,.2,,,10,8,,31.7
108,서울,2024-08-13 19:00,30.8,0,2,180,74,996.8,0,,,6,4,,29.5
108,서울,2024-08-13 20:00,31.2,,3.5,320,66,997.3,0,,,5,0,,27.6
108,서울,2024-08-13 21:00,30.8,,1.2,320,70,997.9,,,,0,0,,27.2
108,서울,2024-08-13 22:00,30.4,,1.2,20,73,998,,,,2,1,,26.9
108,서울,2024-08-13 23:00,30.1,,1.4,320,75,997.9,,,,5,0,,27.1
108,서울,2024-08-14 00:00,29.8,,.6,320,76,997.9,,,,2,2,,26.7
108,서울,2024-08-14 01:00,29.5,,.6,360,77,998,,,,8,6,,27.4
108,서울,2024-08-14 02:00,29.4,,1,70,78,998.1,,,,6,6,,27.5
108,서울,2024-08-14 03:00,29.4,,1.5,90,79,998.2,,,,8,8,,27.4
108,서울,2024-08-14 04:00,29,,1.8,50,79,998.1,,,,7,7,,27.1
108,서울,2024-08-14 05:00,28.6,,1.6,50,80,998,,,,3,3,,26.3
108,서울,2024-08-14 06:00,28.3,,1.7,50,81,998.1,0,,,4,4,,26.5
108,서울,2024-08-14 07:00,28.5,,2.3,50,80,998.4,.5,,,3,3,,27.6
108,서울,2024-08-14 08:00,29.7,,1.9,50,75,998.6,.6,,,5,5,,33.4
108,서울,2024-08-14 09:00,31.1,,2.3,50,72,998.6,1,,,1,1,,40.6
108,서울,2024-08-14 10:00,32.2,,2.1,50,65,998.5,1,,,1,1,,47.4
108,서울,2024-08-14 11:00,33.2,,2.2,50,61,998.2,.8,,,2,2,,49.5
108,서울,2024-08-14 12:00,33.1,,1.6,70,61,997.8,.1,,,8,8,,40.9
108,서울,2024-08-14 13:00,33.3,,1.3,360,59,997.3,0,,,8,8,,38
108,서울,2024-08-14 14:00,34.6,,2.3,180,55,996.7,.3,,,6,6,,48.2
108,서울,2024-08-14 15:00,34.7,,1.1,320,53,996.4,.3,,,5,5,,41
108,서울,2024-08-14 16:00,34,,3.4,270,63,996.3,.1,,,7,7,,38.5
108,서울,2024-08-14 17:00,30.4,2.8,5.5,250,73,996.3,0,,,8,8,,29.5
108,서울,2024-08-14 18:00,28,.2,4.8,320,79,996.5,0,,,8,8,,27.7
108,서울,2024-08-14 19:00,27.9,0,1.2,250,77,996.7,0,,,5,3,,26.8
108,서울,2024-08-14 20:00,27.4,,2.6,250,77,997.3,0,,,4,2,,25.7
108,서울,2024-08-14 21:00,27.5,,1.9,290,79,997.8,,,,3,3,,25.6
108,서울,2024-08-14 22:00,27.6,,.6,360,78,997.8,,,,3,1,,25.5
108,서울,2024-08-14 23:00,27.6,,1.1,20,80,998,,,,8,2,,25.9
108,서울,2024-08-15 00:00,27.8,,1.3,20,80,997.7,,,,8,8,,26.3
108,서울,2024-08-15 01:00,27.9,0,.6,360,80,997.8,,,,10,3,,26.4
108,서울,2024-08-15 02:00,27.7,.2,.9,70,85,997.5,,,,10,3,,26.3
108,서울,2024-08-15 03:00,27.3,.1,2.6,50,85,997.4,,,,7,7,,25.8
108,서울,2024-08-15 04:00,27.2,,2.5,50,83,997.5,,,,3,1,,25.2
108,서울,2024-08-15 05:00,26.9,,2.2,50,84,997.8,,,,2,0,,24.9
108,서울,2024-08-15 06:00,26.7,,1.8,50,84,998.1,0,,,5,1,,24.8
108,서울,2024-08-15 07:00,26.9,,1.8,50,82,998.3,0,,,7,7,,25.8
108,서울,2024-08-15 08:00,27.7,,2.1,50,79,998.6,.1,,,7,4,,27.8
108,서울,2024-08-15 09:00,29.3,,2.3,50,73,998.7,.5,,,5,2,,33.4
108,서울,2024-08-15 10:00,30.1,,1.8,50,69,998.7,.4,,,4,4,,33.7
108,서울,2024-08-15 11:00,31.5,,1.3,180,61,998.2,.8,,,1,1,,38.9
108,서울,2024-08-15 12:00,32,,1.2,340,62,997.9,.4,,,7,7,,35.7
108,서울,2024-08-15 13:00,32.5,,.8,160,60,997.4,0,,,7,7,,35.6
108,서울,2024-08-15 14:00,33.9,,1,160,56,996.8,.8,,,6,6,,43
108,서울,2024-08-15 15:00,34.2,,.8,230,56,996,.5,,,7,7,,41.5
108,서울,2024-08-15 16:00,34.5,,2.3,250,54,995.9,.6,,,8,8,,39.2
108,서울,2024-08-15 17:00,28.2,6.1,4.4,290,78,996.2,0,,,7,7,,28.5
108,서울,2024-08-15 18:00,28.6,0,1.8,230,78,996.3,0,,,7,2,,27.7
108,서울,2024-08-15 19:00,28.5,,1.5,340,80,996.6,0,,,6,4,,27.1
108,서울,2024-08-15 20:00,28.1,,2.3,270,80,997,0,,,7,2,,26.4
108,서울,2024-08-15 21:00,28.1,,1.2,250,80,997.5,,,,2,0,,26.1
108,서울,2024-08-15 22:00,28.1,,1.1,360,80,997.7,,,,5,1,,26
108,서울,2024-08-15 23:00,27.9,,1.4,110,77,997.8,,,,3,1,,25.6
108,서울,2024-08-16 00:00,27.5,,1.4,20,79,997.8,,,,3,3,,25.4
108,서울,2024-08-16 01:00,27.4,,1.5,50,81,997.9,,,,3,1,,25.1
108,서울,2024-08-16 02:00,27.1,,2.3,50,83,997.8,,,,3,1,,24.9
108,서울,2024-08-16 03:00,27.2,,1.9,50,82,998,,,,2,2,,24.9
108,서울,2024-08-16 04:00,26.9,,1.8,50,82,998.2,,,,3,3,,24.8
108,서울,2024-08-16 05:00,26.8,,1.4,50,83,998.2,,,,5,5,,24.9
108,서울,2024-08-16 06:00,26.8,,2,90,80,998.8,0,,,3,3,,24.5
108,서울,2024-08-16 07:00,27,,1.2,90,79,999,.2,,,4,4,,25.7
108,서울,2024-08-16 08:00,28.4,,1.9,50,77,999.2,.5,,,7,3,,30.8
108,서울,2024-08-16 09:00,29.4,,2,70,71,999.3,.9,,,1,1,,31.8
108,서울,2024-08-16 10:00,30.7,,1.5,90,66,999.5,.9,,,1,1,,36.3
108,서울,2024-08-16 11:00,31.9,,3.4,50,61,999.1,1,,,3,3,,37.8
108,서울,2024-08-16 12:00,31.7,,2.6,20,61,998.7,.1,,,6,6,,34
108,서울,2024-08-16 13:00,33.1,,1.6,90,59,998.1,.7,,,3,3,,40.7
108,서울,2024-08-16 14:00,33.9,,1.9,50,53,997.7,.9,,,6,6,,38
108,서울,2024-08-16 15:00,33.5,,1.7,50,54,997.3,.2,,,6,6,,33.6
108,서울,2024-08-16 16:00,33.5,0,3.3,50,55,997,.3,,,7,7,,33.3
108,서울,2024-08-16 17:00,33.5,,1.8,250,57,996.9,.4,,,5,5,,32.3
108,서울,2024-08-16 18:00,32.4,,2.3,230,62,997.1,.6,,,3,3,,30.1
108,서울,2024-08-16 19:00,30.9,,2.5,270,68,997.8,0,,,6,5,,28.4
108,서울,2024-08-16 20:00,30.1,,1.8,250,70,998.5,0,,,5,2,,27.4
108,서울,2024-08-16 21:00,29,,4.8,290,70,998.9,,,,1,1,,26.4
108,서울,2024-08-16 22:00,28.9,,.6,50,74,999.2,,,,7,1,,26.2
108,서울,2024-08-16 23:00,28.6,,2.5,50,74,999.5,,,,7,1,,26
108,서울,2024-08-17 00:00,28.4,,2,360,75,999.6,,,,2,0,,25.7
108,서울,2024-08-17 01:00,28.1,,.9,70,77,999.5,,,,2,1,,25.4
108,서울,2024-08-17 02:00,28.1,,2.3,50,78,999.8,,,,6,1,,25.6
108,서울,2024-08-17 03:00,28.2,,1,90,76,999.8,,,,9,9,,25.9
108,서울,2024-08-17 04:00,28.1,,1.4,50,76,1000.1,,,,1,1,,25.5
108,서울,2024-08-17 05:00,27.6,,1.8,50,78,1000.6,,,,2,2,,25.1
108,서울,2024-08-17 06:00,27.2,,1.6,20,79,1000.7,0,,,7,0,,24.8
108,서울,2024-08-17 07:00,27.3,,1.6,50,79,1000.7,0,,,6,6,,25.8
108,서울,2024-08-17 08:00,28.7,,1,90,77,1001.1,.9,,,5,0,,29.5
108,서울,2024-08-17 09:00,30,,1.4,90,69,1001.1,1,,,1,0,,34.3
108,서울,2024-08-17 10:00,31.1,,1.8,140,63,1001.2,.9,,,3,1,,36
108,서울,2024-08-17 11:00,32.2,,1.5,180,59,1000.7,.9,,,4,2,,39.5
108,서울,2024-08-17 12:00,32.6,,1.6,360,57,1000.2,.5,,,4,4,,38
108,서울,2024-08-17 13:00,32.8,,1.6,20,58,999.8,.1,,,6,6,,37.9
108,서울,2024-08-17 14:00,33,0,1.1,270,57,999.3,.2,,,6,6,,34.3
108,서울,2024-08-17 15:00,33.7,0,1.5,250,54,998.9,.3,,,4,4,,39.1
108,서울,2024-08-17 16:00,33.6,,2.4,270,55,998.3,.2,,,6,6,,34.7
108,서울,2024-08-17 17:00,32.2,,3.2,290,68,998.7,.2,,,8,8,,33.9
108,서울,2024-08-17 18:00,31.4,0,2.2,270,69,999,.1,,,9,8,,31.3
108,서울,2024-08-17 19:00,27.4,11,2.6,290,82,998.8,0,,,8,6,,27
108,서울,2024-08-17 20:00,27.5,,1.5,230,79,999.6,0,,,7,5,,26.4
108,서울,2024-08-17 21:00,27.6,,.1,0,81,1000.1,,,,1,0,,26.1
108,서울,2024-08-17 22:00,27.5,,1.5,340,83,1000,,,,3,1,,26
108,서울,2024-08-17 23:00,27.5,,1.2,20,85,1000.5,,,,6,4,,26.2
108,서울,2024-08-18 00:00,27.3,,1.5,90,83,1000.4,,,,3,3,,25.8
108,서울,2024-08-18 01:00,27.3,,1.2,20,84,1000.3,,,,10,6,,26.1
108,서울,2024-08-18 02:00,27.2,,2.3,50,85,1000.6,,,,10,1,,26
108,서울,2024-08-18 03:00,27.1,,2.1,50,84,1000.4,,,,9,2,,26
108,서울,2024-08-18 04:00,27.1,0,1.6,50,83,1000.4,,,,10,4,,26.1
108,서울,2024-08-18 05:00,27.1,,2.2,50,83,1000.3,,,,10,10,,25.6
108,서울,2024-08-18 06:00,27,,2.2,50,84,1000.3,0,,,7,7,,25.5
108,서울,2024-08-18 07:00,27.3,,2.4,50,83,1000.6,.2,,,8,8,,26.7
108,서울,2024-08-18 08:00,27.7,,1.2,70,82,1000.7,0,,,7,2,,28.3
108,서울,2024-08-18 09:00,29.5,,2,110,73,1000.2,.7,,,1,1,,33.8
108,서울,2024-08-18 10:00,30.2,,2.9,140,69,1000.3,.3,,,2,2,,35.7
108,서울,2024-08-18 11:00,32,,2.2,110,63,999.9,1,,,3,3,,40.5
108,서울,2024-08-18 12:00,32.4,,1.8,90,61,999.3,.6,,,5,5,,37.9
108,서울,2024-08-18 13:00,33.6,,2.1,180,56,998.8,.8,,,6,6,,38.4
108,서울,2024-08-18 14:00,33.1,,3,250,62,998.3,.3,,,6,6,,37.4
108,서울,2024-08-18 15:00,31.8,0,3.8,250,66,998,.1,,,8,8,,31.1
108,서울,2024-08-18 16:00,31.3,0,2.7,270,73,997.6,.5,,,6,6,,35
108,서울,2024-08-18 17:00,31.5,,2.5,270,66,997.5,.6,,,4,2,,30.6
108,서울,2024-08-18 18:00,30.8,,2.3,270,71,997.4,.6,,,6,0,,29.1
108,서울,2024-08-18 19:00,30.5,,1.9,270,71,997.8,.7,,,5,1,,28.2
108,서울,2024-08-18 20:00,30.2,,1,360,73,998.4,0,,,7,1,,27.4
108,서울,2024-08-18 21:00,29.3,,2,50,70,999,,,,6,3,,26.9
108,서울,2024-08-18 22:00,28.4,,1.2,70,77,998.9,,,,10,4,,26.5
108,서울,2024-08-18 23:00,28.1,,1.6,50,78,999,,,,8,2,,26
108,서울,2024-08-19 00:00,27.8,,1.6,360,81,999.1,,,,2,0,,25.6
108,서울,2024-08-19 01:00,27.6,,1.4,360,82,998.9,,,,3,3,,25.5
108,서울,2024-08-19 02:00,27.5,,.7,20,82,998.8,,,,3,3,,25.6
108,서울,2024-08-19 03:00,27.3,,1.4,20,83,998.6,,,,3,3,,25.4
108,서울,2024-08-19 04:00,27,,2.1,50,86,998.2,,,,2,2,,25
108,서울,2024-08-19 05:00,26.7,,1.4,50,86,998.2,,,,1,1,,24.7
108,서울,2024-08-19 06:00,26.4,,2.1,50,87,998.3,0,,,0,0,,24.6
108,서울,2024-08-19 07:00,26.7,,2,50,88,998.8,.1,,,7,7,,26.1
108,서울,2024-08-19 08:00,28.2,,2.3,50,83,998.6,.6,,,0,0,,30.1
108,서울,2024-08-19 09:00,29.5,,2.6,90,76,998.7,1,,,1,1,,34.4
108,서울,2024-08-19 10:00,30.8,,1.5,140,68,998.8,.9,,,2,2,,37.5
108,서울,2024-08-19 11:00,32.3,,1.9,90,64,998.6,.9,,,2,2,,42.7
108,서울,2024-08-19 12:00,33.5,,2.4,110,57,997.9,1,,,3,3,,47.8
108,서울,2024-08-19 13:00,34.6,,2.6,160,53,997.4,1,,,4,4,,53.2
108,서울,2024-08-19 14:00,35.2,,2.5,180,49,997,.8,,,6,6,,48.9
108,서울,2024-08-19 15:00,34.4,,2.9,110,49,996.4,.4,,,7,7,,40.1
108,서울,2024-08-19 16:00,34.4,,3.5,200,48,996.2,.3,,,6,6,,37.5
108,서울,2024-08-19 17:00,33.6,,2.4,290,58,996.1,.1,,,5,5,,34.6
108,서울,2024-08-19 18:00,30.8,0,5,270,62,996.9,0,,,6,6,,31.2
108,서울,2024-08-19 19:00,27.8,2.3,.9,290,81,997.3,0,,,3,3,,28.1
108,서울,2024-08-19 20:00,27.7,,2.2,270,84,997.8,0,,,0,0,,27
108,서울,2024-08-19 21:00,27.9,,.9,230,82,998.3,,,,0,0,,26.8
108,서울,2024-08-19 22:00,27.9,,.9,270,82,998.8,,,,0,0,,26.5
108,서울,2024-08-19 23:00,27.9,,.9,360,80,999.1,,,,5,1,,26.2
108,서울,2024-08-20 00:00,27.6,,.4,0,82,999.1,,,,0,0,,25.9
108,서울,2024-08-20 01:00,27.5,,.4,0,83,999.2,,,,0,0,,25.7
108,서울,2024-08-20 02:00,27.3,,1.7,20,82,999.2,,,,3,1,,25.6
108,서울,2024-08-20 03:00,27.2,,1.6,20,84,999.2,,,,1,1,,25.5
108,서울,2024-08-20 04:00,27,,1.8,50,85,999.2,,,,2,0,,25.4
108,서울,2024-08-20 05:00,27.1,,2.4,50,86,999.3,,,,0,0,,25.3
108,서울,2024-08-20 06:00,27,,2.5,50,83,999.2,0,,,2,0,,25.2
108,서울,2024-08-20 07:00,27.4,,2.5,50,82,998.9,.2,,,7,0,,26.3
108,서울,2024-08-20 08:00,29.1,,2.2,70,76,999,.9,,,8,0,,30.4
108,서울,2024-08-20 09:00,30.4,,2.4,70,72,999.7,.9,,,8,0,,33.5
108,서울,2024-08-20 10:00,31.6,,2.5,90,67,999.9,.9,,,4,4,,37.1
108,서울,2024-08-20 11:00,32.8,,3.1,70,63,999.5,.9,,,4,2,,40.2
108,서울,2024-08-20 12:00,33.6,,2.5,70,60,999,.8,,,6,4,,39.1
108,서울,2024-08-20 13:00,34.1,,1.8,90,58,998.4,.4,,,6,6,,41.9
108,서울,2024-08-20 14:00,35,,2.3,90,56,998.1,.6,,,5,5,,46.1
108,서울,2024-08-20 15:00,35.1,,2,110,55,997.8,.4,,,7,7,,41.9
108,서울,2024-08-20 16:00,35.1,,2.5,140,55,997.4,.4,,,7,7,,38.3
108,서울,2024-08-20 17:00,34.9,,1.8,90,56,997.3,.3,,,7,6,,36.6
108,서울,2024-08-20 18:00,34.3,,2.8,110,56,997.1,.6,,,8,2,,33.3
108,서울,2024-08-20 19:00,33.5,,2.8,110,60,996.9,.4,,,7,1,,31
108,서울,2024-08-20 20:00,32.9,,3,110,62,997.7,0,,,9,2,,29.5
108,서울,2024-08-20 21:00,32.5,0,2.4,70,64,998.6,,,,9,7,,29.4
108,서울,2024-08-20 22:00,31.7,0,3.4,50,69,998.6,,,,8,2,,28.9
108,서울,2024-08-20 23:00,31.2,,2.8,70,71,998.5,,,,7,2,,28.5
108,서울,2024-08-21 00:00,30.8,,2.3,70,72,998.3,,,,8,8,,28.1
108,서울,2024-08-21 01:00,30.6,0,2.3,70,73,998.1,,,,9,7,,28
108,서울,2024-08-21 02:00,28.8,1.7,2.2,70,83,998.4,,,,10,9,,27.1
108,서울,2024-08-21 03:00,28.1,5.1,2.4,50,89,997.4,,,,10,8,,26.9
108,서울,2024-08-21 04:00,27.5,.4,4.8,70,90,996.7,,,,10,8,,26.5
108,서울,2024-08-21 05:00,27.3,.1,2.4,70,91,996.3,,,,10,8,,26.5
108,서울,2024-08-21 06:00,27.1,6.4,2.6,70,93,996,0,,,10,8,,25.9
108,서울,2024-08-21 07:00,26.9,4.9,2.4,90,93,996.1,0,,,10,9,,25.9
108,서울,2024-08-21 08:00,27.1,8.1,3,180,94,996.5,0,,,10,9,,25.8
108,서울,2024-08-21 09:00,27,13.3,3,180,94,996.9,0,,,10,9,,25.9
108,서울,2024-08-21 10:00,27.2,1.1,3.8,200,93,997.2,0,,,10,7,,26.4
108,서울,2024-08-21 11:00,27.4,.7,3.7,200,91,997.8,0,,,10,8,,27.6
108,서울,2024-08-21 12:00,27.9,.3,3.2,200,91,997.6,0,,,10,8,,29.2
108,서울,2024-08-21 13:00,27.9,.1,3.1,180,88,997.5,0,,,10,7,,29.4
108,서울,2024-08-21 14:00,28.3,0,3.5,180,85,997,0,,,10,7,,29.4
108,서울,2024-08-21 15:00,29.1,0,4,180,83,997,0,,,10,5,,31
108,서울,2024-08-21 16:00,29.6,,4.9,180,79,996.3,0,,,9,8,,30.1
108,서울,2024-08-21 17:00,29.7,,2.7,180,79,996.2,0,,,9,8,,29.4
108,서울,2024-08-21 18:00,29.7,,2.5,160,80,995.9,0,,,9,9,,28.4
108,서울,2024-08-21 19:00,29.8,,4,180,78,995.8,0,,,10,9,,27.4
108,서울,2024-08-21 20:00,29.6,,2.4,180,80,996.5,0,,,7,7,,27.1
108,서울,2024-08-21 21:00,29.5,,3.8,180,78,997.1,,,,8,3,,26.6
108,서울,2024-08-21 22:00,29.2,,3.4,180,78,997.6,,,,7,2,,26.3
108,서울,2024-08-21 23:00,29,,4.2,180,78,997.5,,,,6,3,,25.9
108,서울,2024-08-22 00:00,28.9,,3.2,230,79,997.6,,,,9,5,,26
108,서울,2024-08-22 01:00,28.7,,3.4,200,81,997.3,,,,7,7,,26.1
108,서울,2024-08-22 02:00,28.6,,2.8,200,81,996.5,,,,8,6,,26.1
108,서울,2024-08-22 03:00,28.4,,2.6,180,81,996.3,,,,8,8,,26
108,서울,2024-08-22 04:00,28.3,,1.7,140,82,995.8,,,,9,9,,26.2
108,서울,2024-08-22 05:00,28.2,,1.4,110,82,995.2,,,,8,8,,26.1
108,서울,2024-08-22 06:00,28.1,,2.3,110,84,995,0,,,8,3,,26.1
108,서울,2024-08-22 07:00,28.1,,1.4,110,83,994.8,.3,,,8,0,,26.5
108,서울,2024-08-22 08:00,29.2,,1.7,160,78,994.8,.7,,,8,1,,30.6
108,서울,2024-08-22 09:00,29.9,,2.9,140,74,993.9,.4,,,9,7,,29.8
108,서울,2024-08-22 10:00,30.2,,3.5,140,72,993.7,0,,,10,9,,30
108,서울,2024-08-22 11:00,29.8,0,3.6,140,74,993.1,0,,,10,8,,30
108,서울,2024-08-22 12:00,30.2,,4.6,160,74,992.7,.1,,,9,9,,32.1
108,서울,2024-08-22 13:00,30.3,0,4,160,73,991.9,0,,,9,8,,29.3
108,서울,2024-08-22 14:00,30.2,0,4.2,180,74,991.3,0,,,10,8,,28.1
108,서울,2024-08-22 15:00,29.5,0,5.9,200,80,991.5,0,,,10,7,,29
108,서울,2024-08-22 16:00,29,.4,5.8,200,80,991.4,.1,,,10,7,,28.4
108,서울,2024-08-22 17:00,28.5,.1,4.4,200,83,991.8,0,,,9,9,,28.9
108,서울,2024-08-22 18:00,28.5,,4,200,80,992,.2,,,9,7,,27.8
108,서울,2024-08-22 19:00,27.9,.1,5.7,230,83,992.5,0,,,10,7,,26.8
108,서울,2024-08-22 20:00,27.7,,3,250,81,993.6,0,,,6,6,,26.5
108,서울,2024-08-22 21:00,27.3,0,3,250,83,994.8,,,,9,9,,26.2
108,서울,2024-08-22 22:00,27.2,,3,250,81,995.4,,,,6,6,,26
108,서울,2024-08-22 23:00,27.1,,2.3,270,81,995.9,,,,3,3,,25.8
108,서울,2024-08-23 00:00,27.1,,2.6,250,83,996.3,,,,8,8,,25.8
108,서울,2024-08-23 01:00,27.1,,3.7,250,82,996.5,,,,3,3,,25.6
108,서울,2024-08-23 02:00,27,,4.9,230,82,996.4,,,,2,2,,25.4
108,서울,2024-08-23 03:00,26.7,,2.3,230,82,996.7,,,,7,7,,25.4
108,서울,2024-08-23 04:00,26.7,,2.5,200,83,996.7,,,,7,7,,25.1
108,서울,2024-08-23 05:00,26.5,,2.5,200,86,996.6,,,,9,9,,25.5
108,서울,2024-08-23 06:00,26.4,,3.5,200,86,996.9,0,,,9,9,,25.4
108,서울,2024-08-23 07:00,26.4,0,3.3,200,87,997.4,0,,,10,8,,25.7
108,서울,2024-08-23 08:00,26.4,0,3.1,200,87,997.8,0,,,10,7,,26.4
108,서울,2024-08-23 09:00,27,,2.7,200,82,998.2,.1,,,8,8,,29.5
108,서울,2024-08-23 10:00,28.3,,3,200,74,998.5,.7,,,3,3,,34.5
108,서울,2024-08-23 11:00,29.4,,2.9,270,70,998.3,.8,,,2,2,,37
108,서울,2024-08-23 12:00,30.3,,2.3,250,66,997.9,.6,,,6,6,,37.2
108,서울,2024-08-23 13:00,30.7,,2.6,270,65,997.9,.4,,,5,5,,35.7
108,서울,2024-08-23 14:00,31,,3,250,64,997.6,.4,,,6,6,,35.9
108,서울,2024-08-23 15:00,31.3,,3.1,270,61,997.1,.5,,,6,6,,34
108,서울,2024-08-23 16:00,31.8,,3.4,200,62,996.9,.6,,,4,4,,35.6
108,서울,2024-08-23 17:00,31.6,,3.3,180,61,996.8,.9,,,3,2,,32.7
108,서울,2024-08-23 18:00,30.7,,3.4,200,61,997,.4,,,6,2,,30.4
108,서울,2024-08-23 19:00,29.6,,3.2,200,65,997.6,.2,,,1,1,,27.3
108,서울,2024-08-23 20:00,28.7,,3.5,200,70,998,0,,,0,0,,26
108,서울,2024-08-23 21:00,28,,2.2,180,71,998.7,,,,0,0,,25.4
108,서울,2024-08-23 22:00,27.6,,1.5,200,75,999.1,,,,0,0,,25.1
108,서울,2024-08-23 23:00,27.2,,1.8,200,77,999.6,,,,1,0,,24.8
108,서울,2024-08-24 00:00,27,,1.4,250,79,999.7,,,,0,0,,24.7
108,서울,2024-08-24 01:00,26.6,,.4,0,81,999.7,,,,1,0,,24.5
108,서울,2024-08-24 02:00,26.2,,1,20,83,999.9,,,,0,0,,24.4
108,서울,2024-08-24 03:00,25.9,,1,20,83,1000.1,,,,0,0,,24.2
108,서울,2024-08-24 04:00,25.7,,.7,20,85,1000,,,,2,0,,24.1
108,서울,2024-08-24 05:00,25.5,,.9,20,87,1000,,,,3,0,,24
108,서울,2024-08-24 06:00,25.2,,1.5,50,87,1000.6,0,,,2,0,,23.8
108,서울,2024-08-24 07:00,25.3,,.9,50,88,1000.9,0,,,2,2,,25.2
108,서울,2024-08-24 08:00,26.2,,1.5,20,87,1001,.1,,,3,1,,27.2
108,서울,2024-08-24 09:00,27.7,,.9,90,81,1001.1,.5,,,6,3,,31.5
108,서울,2024-08-24 10:00,29.2,,1.3,140,76,1001.1,.5,,,7,4,,34.3
108,서울,2024-08-24 11:00,30.1,,1.8,200,68,1001,.4,,,6,5,,34
108,서울,2024-08-24 12:00,29,.7,2.9,250,76,1000.6,0,,,9,9,,30
108,서울,2024-08-24 13:00,28.1,.8,.3,0,73,1000.3,0,,,9,9,,31.1
108,서울,2024-08-24 14:00,28.1,0,2.6,180,78,1000.3,0,,,9,9,,29.7
108,서울,2024-08-24 15:00,29.1,.5,.3,0,78,999.4,0,,,7,3,,33.2
108,서울,2024-08-24 16:00,30.1,,.5,270,75,999,.3,,,6,6,,32.3
108,서울,2024-08-24 17:00,30.4,,2.4,250,68,998.6,.6,,,7,3,,31
108,서울,2024-08-24 18:00,29.8,0,2.3,250,72,998.5,0,,,6,6,,29.3
108,서울,2024-08-24 19:00,29.3,0,2.7,250,75,998.6,0,,,3,3,,27.7
108,서울,2024-08-24 20:00,28.3,,2.7,270,72,999,0,,,5,1,,26
108,서울,2024-08-24 21:00,27.8,,1.5,290,73,999.6,,,,0,0,,25.6
